,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
766,The Transferred Ghost,Frank Stockton,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/earring.jpg,An earing worn by a young woman with dark hair. graphite filter.,1882.0,4606,19,"While waiting to ask a young woman for her hand, a man meets a ghost who is interested in his plans.",Literary;Quirky,“I had no right to be the ghost of a man who was not dead.”,https://www.libraryofshortstories.com/storiespdf/the-transferred-ghost.pdf,https://www.libraryofshortstories.com/storiesepub/the-transferred-ghost.epub,https://www.libraryofshortstories.com/onlinereader/the-transferred-ghost
767,A Transgression,Anton Chekhov,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/baby.jpg,A blanketed baby in a basket. Graphite filter.,1887.0,1750,7,"Miguev finds a ‘transgression’ on his doorstep one day. Ashamed to tell his wife, he searches far and wide for someone to take responsibility for the ‘transgression’ off his hands.",Quirky,"“I’ll have the law of you, and I’ll tell your wife, too...”",https://www.libraryofshortstories.com/storiespdf/a-transgression.pdf,https://www.libraryofshortstories.com/storiesepub/a-transgression.epub,https://www.libraryofshortstories.com/onlinereader/a-transgression
768,The Transition of Juan Romero,H. P. Lovecraft,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/cave.jpg,A cave with a stream of sunlight falling in. Graphite filter,1944.0,2687,11,"After discovering an abyss sinking into the ground, two labourers are woken by a sound coming from within that draws them to venture inside.",Gothic;Horror,"Perhaps it was like the pulsing of the engines far down in a great liner, as sensed from the deck, yet it was not so mechanical; not so devoid of the element of life and consciousness.",https://www.libraryofshortstories.com/storiespdf/the-transition-of-juan-romero.pdf,https://www.libraryofshortstories.com/storiesepub/the-transition-of-juan-romero.epub,https://www.libraryofshortstories.com/onlinereader/the-transition-of-juan-romero
769,The Travelling Post Office,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1894.0,365,2,"A young man heads North-west to join the drovers, and one could only ever send him a letter by making it out to ‘Care of Conroy’s Sheep’, as the only chance of a postman ever finding the man is by spotting the travelling flock.",Poetry,"The mailman, if he’s extra tired, would pass them in his sleep,
It’s safest to address the note to ‘Care of Conroy’s sheep’,
For five and twenty thousand head can scarcely go astray,
You write to ‘Care of Conroy’s sheep along the Castlereagh.",https://www.libraryofshortstories.com/storiespdf/the-travelling-post-office.pdf,https://www.libraryofshortstories.com/storiesepub/the-travelling-post-office.epub,https://www.libraryofshortstories.com/onlinereader/the-travelling-post-office
770,The Treader of the Dust,Clark Ashton Smith,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tome.jpg,A splayed open book. Graphite filter,1935.0,3114,13,"A man runs away from his house after being disturbed by the contents of an old book. On returning, his servant is missing.",Fantasy;Gothic,"Dust lay everywhere: a fine gray dust like a powder of dead atoms. It had covered his manuscripts with a deep film, it had settled thickly upon the chairs, the lamp-shades, the volumes; and the rich poppy-like reds and yellows of the oriental rugs were bedimmed by its accumulation.",https://www.libraryofshortstories.com/storiespdf/the-treader-of-the-dust.pdf,https://www.libraryofshortstories.com/storiesepub/the-treader-of-the-dust.epub,https://www.libraryofshortstories.com/onlinereader/the-treader-of-the-dust
771,The Treasure in the Forest,H. G. Wells,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/beach.jpg,A beach shore with the sun setting. Graphite Filter.,1894.0,2941,12,"Two men canoe to a forest to find a treasure they heard of from a man named Chang-Hi, before Chang-hi himself can retrieve it.",Adventure;Fantasy;Horror,"The paper had the appearance of a rough map. By much folding it was creased and worn to the pitch of separation, and the second man held the discoloured fragments together where they had parted. On it one could dimly make out, in almost obliterated pencil, the outline of the bay.",https://www.libraryofshortstories.com/storiespdf/the-treasure-in-the-forest.pdf,https://www.libraryofshortstories.com/storiesepub/the-treasure-in-the-forest.epub,https://www.libraryofshortstories.com/onlinereader/the-treasure-in-the-forest
772,The Treasure of Vasco Gomez,Stephen Vincent Benét,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/crab.jpg,A crab by a plant on the sand. graphite filter.,1930.0,5296,22,"A mutinous pirate crew abandons their captain Vasco Gomez on an island. But unbeknownst to them, the gold-hungry Gomez is exactly where he wants to be.",Adventure,"When he had wakened, he lay there a moment without moving; entirely happy. He had known many women in his life, but today was the day of his true nuptials.",https://www.libraryofshortstories.com/storiespdf/the-treasure-of-vasco-gomez.pdf,https://www.libraryofshortstories.com/storiesepub/the-treasure-of-vasco-gomez.epub,https://www.libraryofshortstories.com/onlinereader/the-treasure-of-vasco-gomez
773,The Tree,H. P. Lovecraft,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tree.jpg,A tree with winding branches. Graphite filter,1921.0,1621,7,"Two friends, both one of the two best sculptors in the world, are tasked with creating a monument for the Tyrant of Syracuse.",Gothic,"On a verdant slope of Mount Maenalus, in Arcadia, there stands an olive grove about the ruins of a villa.",https://www.libraryofshortstories.com/storiespdf/the-tree.pdf,https://www.libraryofshortstories.com/storiesepub/the-tree.epub,https://www.libraryofshortstories.com/onlinereader/the-tree
774,The Triumphs of a Taxidermist,H. G. Wells,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/straw.jpg,Many strands of bunched straw. graphite filter,1894.0,1464,6,A drunk taxidermists boasts of all his terrible and dishonest works.,Horror;Quirky,"They can only discover the fraud with a microscope, and they will hardly care to pull a nice specimen to bits for that.",https://www.libraryofshortstories.com/storiespdf/the-triumphs-of-a-taxidermist.pdf,https://www.libraryofshortstories.com/storiesepub/the-triumphs-of-a-taxidermist.epub,https://www.libraryofshortstories.com/onlinereader/the-triumphs-of-a-taxidermist
775,The True History Of Sir Thomas Thumb,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bull.jpg,A large hairy cow or bull. Graphite filter.,1918.0,2648,11,,Childrens;Fantasy,"At the court of great King Arthur, who lived, as all know, when knights were bold, and ladies were fair indeed, one of the most renowned of men was the wizard Merlin. Never before or since was there s...",https://www.libraryofshortstories.com/storiespdf/the-true-history-of-sir-thomas-thumb.pdf,https://www.libraryofshortstories.com/storiesepub/the-true-history-of-sir-thomas-thumb.epub,https://www.libraryofshortstories.com/onlinereader/the-true-history-of-sir-thomas-thumb
776,The Truth About Pyecraft,H. G. Wells,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bookcase.jpg,A ladder resting on a tall bookcase. Graphite filter.,1903.0,3688,15,"Mr. Formalyn gives a secret recipe to a friend trying to lose weight, only for the remedy to work only a little too well.",Quirky;Fantasy;Sci-fi,"He took hold of a framed engraving rather carelessly as he spoke and it gave way, and he flew back to the ceiling again, while the picture smashed onto the sofa.",https://www.libraryofshortstories.com/storiespdf/the-truth-about-pyecraft.pdf,https://www.libraryofshortstories.com/storiesepub/the-truth-about-pyecraft.epub,https://www.libraryofshortstories.com/onlinereader/the-truth-about-pyecraft
777,The Two Bags,Aesop,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bag.jpg,A cloth sack. Graphite filter.,-400.0,53,1,A small fable on perspective.,Childrens,"Every man carries Two Bags about with him, one in front and one behind, and both are packed full of faults. The Bag in front contains his neighbours’ faults, the one behind his own. Hence it is that m...",https://www.libraryofshortstories.com/storiespdf/the-two-bags.pdf,https://www.libraryofshortstories.com/storiesepub/the-two-bags.epub,https://www.libraryofshortstories.com/onlinereader/the-two-bags
778,The Two Devines,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/shears.jpg,A hand holding a pair of rusty metal sheep shears. Graphite filter.,1894.0,423,2,"Two brothers outskill shearers here, there and everywhere.",Poetry,"But there wasn’t a man in the shearers’ lines
That could shear a sheep with the two Devines.",https://www.libraryofshortstories.com/storiespdf/the-two-devines.pdf,https://www.libraryofshortstories.com/storiesepub/the-two-devines.epub,https://www.libraryofshortstories.com/onlinereader/the-two-devines
779,Two Friends,Guy de Maupassant,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/creek.jpg,A rocky creek in a forest.,1882.0,2188,9,Two friends venture out into uncontrolled territory during war to fish once again like old times.,War;Literary,"Every Sunday he met in this very spot Monsieur Sauvage, a stout, jolly, little man, a draper in the Rue Notre Dame de Lorette, and also an ardent fisherman. They often spent half the day side by side, rod in hand and feet dangling over the water, and a warm friendship had sprung up between the two.",https://www.libraryofshortstories.com/storiespdf/two-friends.pdf,https://www.libraryofshortstories.com/storiesepub/two-friends.epub,https://www.libraryofshortstories.com/onlinereader/two-friends
780,Two Gallants,James Joyce,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/harpist.jpg,An old man with a harp. Graphite filter.,1914.0,3905,16,"Two men discuss their pursuits of women, but one starts to doubt the point of it all.",Literary;Tragedy,“You can never know women.”,https://www.libraryofshortstories.com/storiespdf/two-gallants.pdf,https://www.libraryofshortstories.com/storiesepub/two-gallants.epub,https://www.libraryofshortstories.com/onlinereader/two-gallants
781,Two Little Soldiers,Guy de Maupassant,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/pail.jpg,A bucket being carried by someone in a dress. Graphite filter.,1885.0,2046,9,Two young soldiers see a girl taking a pail to a fro past where they sit and begin to talk with her.,Tragedy,"Soon they would see the girl, coming through the fields, and it pleased them to watch the sparkling sunbeams reflected from her shining pail. They never spoke of her. They were just glad to see her, without understanding why.",https://www.libraryofshortstories.com/storiespdf/two-little-soldiers.pdf,https://www.libraryofshortstories.com/storiesepub/two-little-soldiers.epub,https://www.libraryofshortstories.com/onlinereader/two-little-soldiers
782,The Two Sisters,Flora Annie Steel,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tree.jpg,A castle. Graphite filter.,1918.0,1740,7,"A kind and helpful girl sets off to find servant work, but finds herself working for a witch.",Childrens;Fantasy,But there was one thing the witch-woman said she must never do; and that was look up the chimney!,https://www.libraryofshortstories.com/storiespdf/the-two-sisters.pdf,https://www.libraryofshortstories.com/storiesepub/the-two-sisters.epub,https://www.libraryofshortstories.com/onlinereader/the-two-sisters
783,The Ugly Duckling,Hans Christian Andersen,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_ugly_duckling.jpg,Three children look at three swans on a river.,1843.0,3776,16,A duckling is born ugly and large. It struggles to fit in with any of the animals or humans.,Childrens,"At last the large egg broke, and a young one crept forth crying, “Peep, peep.” It was very large and ugly.",https://www.libraryofshortstories.com/storiespdf/the-ugly-duckling.pdf,https://www.libraryofshortstories.com/storiesepub/the-ugly-duckling.epub,https://www.libraryofshortstories.com/onlinereader/the-ugly-duckling
784,The Uncharted Isle,Clark Ashton Smith,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/adrift.jpg,Looking out onto a jungle island from a small rowboat. Graphite filter.,1930.0,4395,18,"After becoming the only survivor of catastrophe at sea, Irwin maroons at an island with unrecognisable flora. But the plants are soon the least distressing thing he finds.",Adventure;Mystery;Gothic;Sci-fi,"None of them appeared to notice me; and I went up to a group of three who were studying one of the long scrolls I have mentioned, and addressed them. For all answer, they bent closer above the scroll; and even when I plucked one of them by the sleeve, it was evident that he did not observe me.",https://www.libraryofshortstories.com/storiespdf/the-uncharted-isle.pdf,https://www.libraryofshortstories.com/storiesepub/the-uncharted-isle.epub,https://www.libraryofshortstories.com/onlinereader/the-uncharted-isle
785,An Uncomfortable Bed,Guy de Maupassant,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bed.jpg,"A bed with a large, decorated, wooden backing. Graphite filter.",1882.0,955,4,"A man arrives at a chateau, paranoid that he is the impending victim of some practical joke at the hands of his friends.",Quirky," I advanced with short steps, carefully examining the apartment. Nothing. I inspected every article, one after the other. Still nothing.",https://www.libraryofshortstories.com/storiespdf/an-uncomfortable-bed.pdf,https://www.libraryofshortstories.com/storiesepub/an-uncomfortable-bed.epub,https://www.libraryofshortstories.com/onlinereader/an-uncomfortable-bed
786,Under the Knife,H. G. Wells,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/instruments.jpg,A box of surgical instruments. Graphite filter.,1896.0,5556,23,"After finding out that he needs surgery done on the morrow, a man becomes certain that it will kill him.",Literary;Sci-fi,"Then with a chilly, unemotional clearness, I perceived that I was not yet dead. I was still in my body; but all the multitudinous sensations that come sweeping from it to make up the background of consciousness had gone, leaving me free of it all.",https://www.libraryofshortstories.com/storiespdf/under-the-knife.pdf,https://www.libraryofshortstories.com/storiesepub/under-the-knife.epub,https://www.libraryofshortstories.com/onlinereader/under-the-knife
787,Under the Shadow of Kiley’s Hill,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/overgrown.jpg,A window overgrown with vines. Graphite filter.,1895.0,264,2,"An old family home is empty, with all the children having left to find their way through the world.",Poetry,Gone is the garden they kept with care; Left to decay at its own sweet will.,https://www.libraryofshortstories.com/storiespdf/under-the-shadow-of-kileys-hill.pdf,https://www.libraryofshortstories.com/storiesepub/under-the-shadow-of-kileys-hill.epub,https://www.libraryofshortstories.com/onlinereader/under-the-shadow-of-kileys-hill
788,The Unexpected,Jack London,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_unexpected.jpg,Drawing of four men in a canoe on the water.,1906.0,8029,33,A woman marries out of a typical rural English life into one of hardship and adventure in the Canadian gold rush. And as her life becomes more and more unexpected she must become more and more resolute.,Adventure;Literary,But the Great Unexpected was yet to come into her life and put its test upon her.,https://www.libraryofshortstories.com/storiespdf/the-unexpected.pdf,https://www.libraryofshortstories.com/storiesepub/the-unexpected.epub,https://www.libraryofshortstories.com/onlinereader/the-unexpected
789,The Unfamiliar,Richard Connell,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/town.jpg,A quaint town on a hillside. Graphite Filter.,1924.0,5004,21,A lost man who speaks no English is found in a small town. He is put to work on the farms but struggles to fit in with anyone due to peculiar cultural differences.,Quirky,"“Perhaps the man never saw a mowing-machine before. I remember how scared I was when I saw the first automobile come roaring and snorting along the road. And so were you, Ben Crosby.”",https://www.libraryofshortstories.com/storiespdf/the-unfamiliar.pdf,https://www.libraryofshortstories.com/storiesepub/the-unfamiliar.epub,https://www.libraryofshortstories.com/onlinereader/the-unfamiliar
790,The Union Buries Its Dead,Henry Lawson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/grave.jpg,"A curved, grave headstone, graphite filter.",1893.0,1694,7,A funeral procession pays their respects to a man of whom no one even knows the name.,Literary,"You’d have taken more notice if you’d known that he was doomed to die in the hour, and that those were the last words he would say to any man in this world.",https://www.libraryofshortstories.com/storiespdf/the-union-buries-its-dead.pdf,https://www.libraryofshortstories.com/storiesepub/the-union-buries-its-dead.epub,https://www.libraryofshortstories.com/onlinereader/the-union-buries-its-dead
791,The Unnamable,H. P. Lovecraft,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/cat.jpg,Eyes in the darkness. Graphite filter,1925.0,2922,12,"In an effort to prove that there exists things which can only be described as ‘unnamable’, an author tells of a horror that he read off in an ancestor’s diary.",Gothic;Horror,"“Common sense” in reflecting on these subjects, I assured my friend with some warmth, is merely a stupid absence of imagination and mental flexibility.",https://www.libraryofshortstories.com/storiespdf/the-unnamable.pdf,https://www.libraryofshortstories.com/storiesepub/the-unnamable.epub,https://www.libraryofshortstories.com/onlinereader/the-unnamable
792,The Unparalleled Adventures of One Hans Pfaal,Edgar Allan Poe,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/moon.jpg,"The moon, zoomed in. Graphite Filter.",1835.0,18400,74,A man hovers down at Rotterdam in an air balloon and just before leaving drops a letter in which he reveals himself as the missing Hans Pfaal who has gone on a remarkable adventure further than any before.,Sci-fi;Quirky,"“I resolved, let what would ensue, to force a passage, if I could, to the moon.”",https://www.libraryofshortstories.com/storiespdf/the-unparalleled-adventures-of-one-hans-pfaal.pdf,https://www.libraryofshortstories.com/storiesepub/the-unparalleled-adventures-of-one-hans-pfaal.epub,https://www.libraryofshortstories.com/onlinereader/the-unparalleled-adventures-of-one-hans-pfaal
793,The Unparalleled Invasion,Jack London,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/elixir.jpg,A mist in a glass vial. Graphite Filter.,1910.0,5190,21,"As industrialisation causes the population of China to grow rapidly, the rest of the world grows wary.",Sci-fi;War,"“From this airship, as it curved its flight back and forth over the city, fell missiles—strange, harmless missiles, tubes of fragile glass that shattered into thousands of fragments on the streets and house-tops.”",https://www.libraryofshortstories.com/storiespdf/the-unparalleled-invasion.pdf,https://www.libraryofshortstories.com/storiesepub/the-unparalleled-invasion.epub,https://www.libraryofshortstories.com/onlinereader/the-unparalleled-invasion
794,An Unwritten Novel,Virginia Woolf,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldtrain.jpg,A steam train travelling across a brdige. Graphite filter.,1920.0,4318,18,"After noticing a woman with an extremely sorrow expression on her face, the protagonist imagines her story.",Literary,"“Births, deaths, marriages, Court Circular, the habits of birds, Leonardo da Vinci, the Sandhills murder, high wages and the cost of living—oh, take what you like,”",https://www.libraryofshortstories.com/storiespdf/an-unwritten-novel.pdf,https://www.libraryofshortstories.com/storiesepub/an-unwritten-novel.epub,https://www.libraryofshortstories.com/onlinereader/an-unwritten-novel
795,The Valley of Spiders,H. G. Wells,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/spiderweb.jpg,A white mess of spiderwebs. Graphite filter.,1903.0,4100,17,"Three men are chasing a girl through a valley for an unknown reason, when they come across different animals fleeing from something deeper within.",Fantasy;Horror,"They became aware of a squealing. Athwart the path a huge boar rushed, turning his head but for one instant to glance at them, and then hurling on down the valley again. And at that, all three stopped and sat in their saddles, staring into the thickening haze that was coming upon them.",https://www.libraryofshortstories.com/storiespdf/the-valley-of-spiders.pdf,https://www.libraryofshortstories.com/storiesepub/the-valley-of-spiders.epub,https://www.libraryofshortstories.com/onlinereader/the-valley-of-spiders
796,Vanka,Anton Chekhov,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tome.jpg,A splayed open book. Graphite filter.,1886.0,1618,7,An orphaned boy writes to his grandfather to take him away from his abusive life as a servant.,Tragedy;Literary,"“Dear grandfather, Konstantin Makaritch,” he wrote, “I am writing you a letter. I wish you a happy Christmas, and all blessings from God Almighty. I have neither father nor mother, you are the only one left me.”",https://www.libraryofshortstories.com/storiespdf/vanka.pdf,https://www.libraryofshortstories.com/storiesepub/vanka.epub,https://www.libraryofshortstories.com/onlinereader/vanka
797,The Veldt,Ray Bradbury,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lion.jpg,A relaxed and regal looking lion lying on the ground. Graphite Filter.,1950.0,4772,20,The Hadleys begin to worry that their children—and themselves—have become too obsessed with the 3d film machine in the nursery.,Sci-fi;Gothic,It won’t hurt for the children to be locked out of it a while. Too much of anything isn’t good for anyone. And it was clearly indicated that the children had been spending a little too much time on Africa.,https://www.libraryofshortstories.com/storiespdf/the-veldt.pdf,https://www.libraryofshortstories.com/storiesepub/the-veldt.epub,https://www.libraryofshortstories.com/onlinereader/the-veldt
798,A Vendetta,Guy de Maupassant,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/town.jpg,A cliffside town. Graphite Filter.,1883.0,1617,7,"An old widow’s only son is murdered, so she takes it upon herself to seek vengeance with not strength but cunning.",Literary;Gothic,"He had neither brothers nor cousins. No man was there to carry on the vendetta. His mother, the old woman, alone pondered over it.",https://www.libraryofshortstories.com/storiespdf/a-vendetta.pdf,https://www.libraryofshortstories.com/storiesepub/a-vendetta.epub,https://www.libraryofshortstories.com/onlinereader/a-vendetta
799,The Very Old Folk,H. P. Lovecraft,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/rearing.jpg,"A large, bridled horse rearing up. Graphite filter",1940.0,2694,11,,Gothic;Horror,"It was the Terrible Season of the autumn, and the wild people in the mountains were preparing for the frightful ceremonies which only rumour told of in the towns.",https://www.libraryofshortstories.com/storiespdf/the-very-old-folk.pdf,https://www.libraryofshortstories.com/storiesepub/the-very-old-folk.epub,https://www.libraryofshortstories.com/onlinereader/the-very-old-folk
800,The Veteran,Stephen Crane,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/housefire.jpg,A burning house. Graphite filter.,1896.0,1832,8,"After an elderly veteran admits to running away at the sight of his first battle, his grandson doesn’t know what to think of his hero.",Literary;War,"“I thought they were all shooting at me. Yes, sir, I thought every man in the other army was aiming at me in particular, and only me. And it seemed so darned unreasonable”",https://www.libraryofshortstories.com/storiespdf/the-veteran.pdf,https://www.libraryofshortstories.com/storiesepub/the-veteran.epub,https://www.libraryofshortstories.com/onlinereader/the-veteran
801,A Vine on a House,Ambrose Bierce,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/gnarly.jpg,Gnarly roots and vines. Graphite filter,1905.0,1160,5,"A vine at an abandoned house mysteriously begins to shake on its own, spooking the locals.",Horror;Gothic,"Presently both men started from their seats in surprise: a long vine that covered half the front of the house and dangled its branches from the edge of the porch above them was visibly and audibly agitated, shaking violently in every stem and leaf.",https://www.libraryofshortstories.com/storiespdf/a-vine-on-a-house.pdf,https://www.libraryofshortstories.com/storiesepub/a-vine-on-a-house.epub,https://www.libraryofshortstories.com/onlinereader/a-vine-on-a-house
802,A Vintage from Atlantis,Clark Ashton Smith,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ship.jpg,"A wooden, five-masted sailing ship on the sea. Graphite filter",1933.0,2707,11,"A crew of sailors find a mysterious bottle on a beach, temptingly smelling like a wine from a different era, aged to perfection.",Fantasy;Gothic;Adventure,"Truly, there should be a rare vintage within, a wine that was mellowed in the youth of the world, before the founding of Rome and Athens.",https://www.libraryofshortstories.com/storiespdf/a-vintage-from-atlantis.pdf,https://www.libraryofshortstories.com/storiesepub/a-vintage-from-atlantis.epub,https://www.libraryofshortstories.com/onlinereader/a-vintage-from-atlantis
803,The Virgin,Rudyard Kipling,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ship.jpg,A masted ship at sea. Graphite filter.,1914.0,213,1,A poem on a man’s first love.,Poetry,"Try as he will, no man breaks wholly loose; From his first love, no matter who she be.",https://www.libraryofshortstories.com/storiespdf/the-virginity.pdf,https://www.libraryofshortstories.com/storiesepub/the-virginity.epub,https://www.libraryofshortstories.com/onlinereader/the-virginity
804,A Vision of Judgment,H. G. Wells,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/grave.jpg,A stone grave with an wreath shape embossed upon it. Graphite filter.,1899.0,1615,7,"The narrator, having died, sees humanities best and worst line up to be judged by god.",Literary;Quirky;Fantasy,"“There’s Darwin,” he said, going off at a tangent. “He’ll catch it! And there—you see—? That tall, important-looking man trying to catch the eye of the Lord God, that’s the Duke. But there’s a lot of people one doesn’t know.”",https://www.libraryofshortstories.com/storiespdf/a-vision-of-judgment.pdf,https://www.libraryofshortstories.com/storiesepub/a-vision-of-judgment.epub,https://www.libraryofshortstories.com/onlinereader/a-vision-of-judgment
805,A Voice from the Town,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1894.0,578,3,An old man returns to town from the bush to realise his youth has gone away.,Poetry,I am back into civilisation - Once more in the stir and the strife - But the old joys have lost their sensation — The light has gone out of my life.,https://www.libraryofshortstories.com/storiespdf/a-voice-from-the-town.pdf,https://www.libraryofshortstories.com/storiesepub/a-voice-from-the-town.epub,https://www.libraryofshortstories.com/onlinereader/a-voice-from-the-town
806,Von Kempelen and His Discovery,Edgar Allan Poe,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/cat.jpg,A cat's eyes in the darkness. Graphite filter.,1849.0,2811,12,,Gothic;Horror,"A discovery which declares, in so many words, that beyond its intrinsic worth for manufacturing purposes (whatever that worth may be), gold now is, or at least soon will be (for it cannot be supposed that Von Kempelen can long retain his secret), of no greater value than lead, and of far inferior value to silver.",https://www.libraryofshortstories.com/storiespdf/von-kempelen-and-his-discovery.pdf,https://www.libraryofshortstories.com/storiesepub/von-kempelen-and-his-discovery.epub,https://www.libraryofshortstories.com/onlinereader/von-kempelen-and-his-discovery
807,A Voyage  To Sfanmoë,Clark Ashton Smith,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/planet.jpg,A misty planet. Graphite filter,1931.0,2920,12,"As Atlantis sinks, two scientists plan to escape the earth and find refuge on Venus.",Sci-fi;Gothic,"And though the peoples of Poseidonis continued to regard them as possible saviors, whose knowledge and resource were well-nigh superhuman, they had secretly abandoned all effort to salvage the doomed isle.",https://www.libraryofshortstories.com/storiespdf/a-voyage-to-sfanmoe.pdf,https://www.libraryofshortstories.com/storiesepub/a-voyage-to-sfanmoe.epub,https://www.libraryofshortstories.com/onlinereader/a-voyage-to-sfanmoe
808,Wanted by the Police,Henry Lawson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/farmstation.jpg,A farmstation on a hill.,1905.0,5339,22,A family is visited by two runaway thieves needing shelter.,Literary,"So we form Prisoners’ Aid Societies, and Prisoners’ Defence Societies, and subscribe to them and praise them and love them and encourage them to protect or defend men from the very laws that we pay so dearly to maintain.",https://www.libraryofshortstories.com/storiespdf/wanted-by-the-police.pdf,https://www.libraryofshortstories.com/storiesepub/wanted-by-the-police.epub,https://www.libraryofshortstories.com/onlinereader/wanted-by-the-police
809,Was it Heaven? Or Hell?,Mark Twain,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/anguish.jpg,An expressionless woman clutching her face. Graphite filter.,1900.0,6823,28,,Literary,"In it a lie had no place. In it a lie was unthinkable. In it speech was restricted to absolute truth, iron-bound truth, implacable and uncompromising truth, let the resulting consequences be what they might.",https://www.libraryofshortstories.com/storiespdf/was-it-heaven-or-hell.pdf,https://www.libraryofshortstories.com/storiesepub/was-it-heaven-or-hell.epub,https://www.libraryofshortstories.com/onlinereader/was-it-heaven-or-hell
810,The Water of Life,Brothers Grimm,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lone.jpg,A lone horserider. Graphite filter.,1812.0,2822,12,A dying kings’ sons set out to find the water of life that may save him.,Childrens;Fantasy,"He heard a loud laugh ringing round him, and found that the path was closed behind him, so that he was shut in all round. He next tried to get off his horse and make his way on foot, but again the laugh rang in his ears, and he found himself unable to move a step.",https://www.libraryofshortstories.com/storiespdf/the-water-of-life.pdf,https://www.libraryofshortstories.com/storiesepub/the-water-of-life.epub,https://www.libraryofshortstories.com/onlinereader/the-water-of-life
811,The Wedding-Knell,Nathaniel Hawthorne,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bell.jpg,A bell hanging above a church. Graphite filter.,1851.0,3208,13,"After marrying two others first, a woman marries a man that has waited for her since their youth. But upon turning up to the church a funeral knell rings instead of a wedding peal.",Gothic;Horror,"But so many weddings have been ushered in with the merriest peal of the bells, and yet turned out unhappily, that I shall hope for better fortune under such different auspices.",https://www.libraryofshortstories.com/storiespdf/the-wedding-knell.pdf,https://www.libraryofshortstories.com/storiesepub/the-wedding-knell.epub,https://www.libraryofshortstories.com/onlinereader/the-wedding-knell
